# Tomato32 ROM opcode table — one row per rom_addr (1024x64 microcode). Hardware authority; ISA personalities live under profiles/.
rom_addr,rom_region,mnemonic,group,encoding,semantic_op,ir_imm_sel,alu_op,alu_pre,cin_sel,shift_op,wb_sel,reg_we,bank_en,flags_we,mem_rd,mem_wr,byte_sel,mem_sel,branch_en,jump_type,sp_op,pc_src,pc_link_we,pc_cond,cycles,ctrl_bussel,mul_en,div_en,lut3_index,primitive_id,hardware_tier,notes,status
0x14d,,,,,,4,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x14e,,,,,,8,105,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x14f,,,,,,15,150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,,,
0x150,,,,,,3,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,
0x151,,,,,,4,136,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x152,,,,,,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,,,,,
0x153,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,
0x154,,,,,,13,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,,,
0x155,,,,,,15,150,5,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,,,,,
0x156,,,,,,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x157,,,,,,0,150,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x158,,,,,,1,150,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x159,,,,,,4,150,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x15a,,,,,,5,150,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x15b,,,,,,6,150,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x15c,,,,,,7,150,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x15d,,,,,,9,150,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x15e,,,,,,10,150,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x15f,,,,,,11,150,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x160,,,,,,12,150,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x161,,,,,,13,150,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x162,,,,,,0,105,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x163,,,,,,1,105,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x164,,,,,,2,105,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x165,,,,,,4,105,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x166,,,,,,5,105,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x167,,,,,,6,105,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x168,,,,,,7,105,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x169,,,,,,9,105,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x16a,,,,,,10,105,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x16b,,,,,,11,105,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x16c,,,,,,12,105,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x16d,,,,,,13,105,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x16e,,,,,,15,105,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x16f,,,,,,0,136,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x170,,,,,,1,136,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x171,,,,,,2,136,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x172,,,,,,5,136,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x173,,,,,,6,136,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x174,,,,,,8,136,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x175,,,,,,9,136,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x176,,,,,,10,136,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x177,,,,,,11,136,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x178,,,,,,12,136,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x179,,,,,,13,136,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x17a,,,,,,14,136,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x17b,,,,,,15,136,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x17c,,,,,,0,238,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x17d,,,,,,1,238,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x17e,,,,,,2,238,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x17f,,,,,,3,238,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x180,,,,,,5,238,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x181,,,,,,6,238,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x182,,,,,,8,238,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x183,,,,,,9,238,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x184,,,,,,10,238,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x185,,,,,,11,238,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x186,,,,,,12,238,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x187,,,,,,13,238,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x188,,,,,,14,238,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x189,,,,,,15,238,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x18a,,,,,,0,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x18b,,,,,,1,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x18c,,,,,,2,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x18d,,,,,,3,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x18e,,,,,,5,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x18f,,,,,,6,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x190,,,,,,8,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x191,,,,,,9,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x192,,,,,,10,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x193,,,,,,11,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x194,,,,,,12,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x195,,,,,,13,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x196,,,,,,14,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x197,,,,,,15,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x198,,,,,,0,105,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x199,,,,,,1,105,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x19a,,,,,,2,105,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x19b,,,,,,4,105,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x19c,,,,,,5,105,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x19d,,,,,,6,105,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x19e,,,,,,7,105,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x19f,,,,,,9,105,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1a0,,,,,,10,105,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1a1,,,,,,11,105,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1a2,,,,,,12,105,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1a3,,,,,,13,105,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1a4,,,,,,15,105,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1a5,,,,,,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1a6,,,,,,3,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1a7,,,,,,4,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1a8,,,,,,5,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1a9,,,,,,6,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1aa,,,,,,7,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1ab,,,,,,8,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1ac,,,,,,9,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1ad,,,,,,10,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1ae,,,,,,11,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1af,,,,,,12,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1b0,,,,,,13,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1b1,,,,,,14,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1b2,,,,,,15,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1b3,,,,,,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1b4,,,,,,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1b5,,,,,,2,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1b6,,,,,,3,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1b7,,,,,,4,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1b8,,,,,,5,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1b9,,,,,,6,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1ba,,,,,,9,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1bb,,,,,,10,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1bc,,,,,,11,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1bd,,,,,,12,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1be,,,,,,13,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1bf,,,,,,14,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1c0,,,,,,15,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1c1,,,,,,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1c2,,,,,,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1c3,,,,,,2,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1c4,,,,,,3,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1c5,,,,,,4,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1c6,,,,,,5,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1c7,,,,,,6,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1c8,,,,,,7,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1c9,,,,,,8,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1ca,,,,,,9,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1cb,,,,,,12,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1cc,,,,,,13,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1cd,,,,,,14,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1ce,,,,,,15,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1cf,,,,,,0,150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,,,
0x1d0,,,,,,1,150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,,,
0x1d1,,,,,,2,150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,,,
0x1d2,,,,,,3,150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,,,
0x1d3,,,,,,4,150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,,,
0x1d4,,,,,,5,150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,,,
0x1d5,,,,,,6,150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,,,
0x1d6,,,,,,7,150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,,,
0x1d7,,,,,,8,150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,,,
0x1d8,,,,,,9,150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,,,
0x1d9,,,,,,10,150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,,,
0x1da,,,,,,12,150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,,,
0x1db,,,,,,13,150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,,,
0x1dc,,,,,,14,150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,,,
0x1dd,,,,,,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1de,,,,,,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1df,,,,,,2,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1e0,,,,,,3,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1e1,,,,,,4,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1e2,,,,,,5,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1e3,,,,,,6,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1e4,,,,,,7,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1e5,,,,,,8,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1e6,,,,,,9,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1e7,,,,,,11,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1e8,,,,,,12,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1e9,,,,,,13,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1ea,,,,,,14,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1eb,,,,,,15,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1ec,,,,,,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,
0x1ed,,,,,,1,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,
0x1ee,,,,,,2,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,
0x1ef,,,,,,4,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,
0x1f0,,,,,,5,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,
0x1f1,,,,,,6,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,
0x1f2,,,,,,7,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,
0x1f3,,,,,,9,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,
0x1f4,,,,,,10,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,
0x1f5,,,,,,11,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,
0x1f6,,,,,,12,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,
0x1f7,,,,,,13,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,
0x1f8,,,,,,14,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,
0x1f9,,,,,,15,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,
0x1fa,,,,,,0,136,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1fb,,,,,,1,136,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1fc,,,,,,2,136,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1fd,,,,,,3,136,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1fe,,,,,,5,136,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x1ff,,,,,,6,136,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x200,,,,,,0,150,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x201,,,,,,0,150,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x202,,,,,,0,150,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x203,,,,,,0,150,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x204,,,,,,0,150,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x205,,,,,,0,150,12,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x206,,,,,,0,150,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x207,,,,,,0,150,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x208,,,,,,0,150,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x209,,,,,,0,150,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x20a,,,,,,0,150,10,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x20b,,,,,,0,150,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x20c,,,,,,0,150,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x20d,,,,,,0,150,13,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x20e,,,,,,0,105,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x20f,,,,,,0,105,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x210,,,,,,0,105,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x211,,,,,,0,105,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x212,,,,,,0,105,12,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x213,,,,,,0,105,12,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x214,,,,,,0,0,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x215,,,,,,0,255,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x216,,,,,,0,170,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x217,,,,,,0,85,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x218,,,,,,0,204,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x219,,,,,,0,51,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x21a,,,,,,0,240,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x21b,,,,,,0,15,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x21c,,,,,,0,136,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x21d,,,,,,0,238,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x21e,,,,,,0,119,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x21f,,,,,,0,17,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x220,,,,,,0,102,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x221,,,,,,0,153,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x222,,,,,,0,160,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x223,,,,,,0,250,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x224,,,,,,0,95,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x225,,,,,,0,5,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x226,,,,,,0,90,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x227,,,,,,0,165,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x228,,,,,,0,192,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x229,,,,,,0,252,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x22a,,,,,,0,63,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x22b,,,,,,0,3,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x22c,,,,,,0,60,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
0x22d,,,,,,0,195,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,
