# Tomato ISA v1 — SINGLE AUTHORITY (512 ROM rows).
# status=burn: solidified datapath-backed opcodes (add here as you need more)
# status=nop: unused ROM slot (empty — not a fake mnemonic)
# Pack ROM: python3 tools/gen_microcode_v1.py --pack-rom
# Optional growth fill (legacy): python3 tools/gen_microcode_v1.py --rebuild
#
# ENCODING:
#   R-type:  {op[8:0], rd[4:0], rA[4:0], rB[4:0], rC[4:0], bank[2:0]}
#   I-type:  {op, rd, rA, imm13}              — ADDI / LW (imm=IR[12:0])
#   Store:   {op, 0, rA_data, rB_base, imm8}  — SW/SB (ALU.A=rB via mem_sel)
#   Branch:  {op, 0, off[21:0]}               — PC-relative (pc_src=1)
#
# BURN surface: ALU/logic/imm/shift/mem/branch/jump/stack/IO/system
# (see burn_core_rows in tools/gen_microcode_v1.py — do not silently drop)
#
rom_addr,region,mnemonic,group,seq_cycles,status,operation,why,ir_imm_sel,alu_op,alu_pre,cin_sel,shift_op,wb_sel,reg_we,bank_en,flags_we,mem_rd,mem_wr,byte_sel,mem_sel,branch_en,jump_type,sp_op,pc_src,pc_link_we,pc_cond,cycles,ctrl_bussel,mul_en,div_en,lut3_index,encoding,semantic_op,notes
0x75,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x76,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x77,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x78,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x79,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x7A,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x7B,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x7C,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x7D,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x7E,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x7F,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x80,branch,BEQ,branch,1,burn,BEQ,,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,,reg_reg,BEQ,
0x81,branch,BNE,branch,1,burn,BNE,,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,,reg_reg,BNE,
0x82,branch,BLT,branch,1,burn,BLT,,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,1,0,0,0,,reg_reg,BLT,
0x83,branch,BGE,branch,1,burn,BGE,,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,1,0,0,0,,reg_reg,BGE,
0x84,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x85,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x86,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x87,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x88,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x89,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x8A,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x8B,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x8C,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x8D,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x8E,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x8F,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x90,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x91,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x92,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x93,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x94,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x95,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x96,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x97,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x98,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x99,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x9A,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x9B,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x9C,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x9D,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x9E,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x9F,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xA0,jump,JMP,jump,1,burn,PC = abs,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,reg_reg,JMP,
0xA1,jump,JAL,jump,1,burn,link; PC=abs,,13,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,reg_reg,JAL,
0xA2,jump,RET,jump,1,burn,PC = link,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,,reg_reg,RET,
0xA3,jump,JR,jump,1,burn,PC = rB,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,,reg_reg,JR,
0xA4,jump,JALR,jump,1,burn,rd=PC+1; PC=alu,,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,4,1,0,1,0,0,0,,reg_reg,JALR,
0xA5,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xA6,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xA7,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xA8,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xA9,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xAA,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xAB,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xAC,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xAD,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xAE,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xAF,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xB0,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xB1,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xB2,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xB3,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xB4,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xB5,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xB6,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xB7,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xB8,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xB9,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xBA,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xBB,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xBC,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xBD,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xBE,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xBF,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xC0,stack-io,PUSH,stack,1,burn,SP-=; mem[SP]=rA,,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,2,7,0,0,,reg_reg,PUSH,
0xC1,stack-io,POP,stack,1,burn,rd=mem[SP]; SP+=,,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,2,7,0,0,,reg_reg,POP,
0xC2,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xC3,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xC4,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xC5,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xC6,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xC7,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xC8,stack-io,IN,stack,1,burn,rd = kb_data,,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,IN,
0xC9,stack-io,OUT,stack,1,burn,io_out = rA[7:0],,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,OUT,
0xCA,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xCB,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xCC,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xCD,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xCE,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xCF,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xD0,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xD1,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xD2,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xD3,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xD4,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xD5,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xD6,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xD7,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xD8,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xD9,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xDA,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xDB,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xDC,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xDD,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xDE,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xDF,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xE0,reserved,FENCE,system,1,burn,ordering nop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,FENCE,
0xE1,reserved,ECALL,system,1,burn,trap 0x100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,ECALL,
0xE2,reserved,EBREAK,system,1,burn,halt (debug),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,EBREAK,
0xE3,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xE4,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xE5,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xE6,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xE7,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xE8,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xE9,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xEA,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xEB,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xEC,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xED,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xEE,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xEF,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xF0,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xF1,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xF2,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xF3,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xF4,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xF5,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xF6,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xF7,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xF8,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xF9,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xFA,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xFB,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xFC,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xFD,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xFE,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0xFF,system,HALT,system,1,burn,halt,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,HALT,
0x100,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x101,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x102,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x103,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x104,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x105,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x106,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x107,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
0x108,system,NOP,system,1,nop,no operation,idle / padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,reg_reg,NOP,unused-slot
